,0,1,2,3,4,5,6
2075,5.0,Wyatt Harrison,Charlie Siragusa,United States,7,$300.00,240.0
2076,5.0,Toms Liepa,Ernests Puskundzis,Latvia,8,$300.00,240.0
2077,5.0,Tynan Gannett,Rouzbeh Rahnavard,Canada,10,$300.00,240.0
2078,9.0,Jorgen Nilsen,Stian Opsahl,Norway,4,$200.00,180.0
2079,9.0,Ryota Sato,Shuma Watanabe,Japan,6,$200.00,180.0
2080,9.0,Ryuichi Adachi,Nassim Malki,Japan,11,$200.00,180.0
2081,9.0,Steven Abrams,Robert Kemp,Canada,"12, Q2",$200.00,180.0
2082,13.0,Arran Chambers,Simon Fecteau-Boutin,Canada,5,$100.00,140.0
2083,13.0,Johannes Kirsten,Lorenz Teege,Germany,9,$100.00,140.0
2084,13.0,Ngueuche Bruno,Besongngnem Obenda,Cameroon,14,$100.00,140.0
2085,13.0,Aleksandar Borisov,Adam Thompson,Canada,"15, Q8",$100.00,140.0
2086,17.0,Gabriel Arpin,Eric Girard,Canada,Q1,$0.00,100.0
2087,17.0,Jeremie Doyon,Guillaume Rivest,Canada,Q3,$0.00,100.0
2088,17.0,Ben Moffat,Reed Venning,Canada,Q4,$0.00,100.0
2089,17.0,Mikael Dagenais,Ivan Reka,Canada,Q7,$0.00,100.0
2090,1.0,Heather Bansley,Sophie Bukovec,Canada,1,"$1,000.00",400.0
2091,2.0,Kimberly Hildreth,Teegan Van Gunst,United States,5,$700.00,360.0
2092,3.0,Kylie Deberg,Carli Lloyd,United States,11,$500.00,320.0
2093,4.0,Mariah Whalen,Kahlee York,United States,"16, Q4",$400.00,280.0
2094,5.0,Suzuka Hashimoto,Reika Murakami,Japan,2,$300.00,240.0
2095,5.0,Darby Dunn,Olivia Furlan,Canada,3,$300.00,240.0
2096,5.0,Shanice Marcelle,Myriam Robitaille,Canada,7,$300.00,240.0
2097,5.0,Alison Mckay,Katharine Wuttunee,Canada,8,$300.00,240.0
2098,9.0,Marie-Alex Belanger,Lea Monkhouse,Canada,4,$200.00,180.0
2099,9.0,Iya Lindahl,Tiffany Svenssohn,United States,"6, Q1",$200.00,180.0
2100,9.0,Kaylee Glagau,Dana Roskic,Canada,12,$200.00,180.0
2101,9.0,Lindsey Fuller,Kaley Melville,United States,"15, Q3",$200.00,180.0
2102,13.0,Devin Corah,Adriel Goodman,Canada,9,$100.00,140.0
2103,13.0,Valma Prihti,Aliisa Vuorinen,Finland,10,$100.00,140.0
2104,13.0,Emma Glagau,Josephine Sek,Canada,13,$100.00,140.0
2105,13.0,Sophia Hladyniuk,Calinda Kok,Canada,"14, Q2",$100.00,140.0
2106,17.0,Laura Collin,Audrey Gauthier,Canada,Q5,$0.00,100.0
2107,17.0,Erica Brok,Kaeli Crews,United States,Q6,$0.00,100.0
2108,1.0,Ondrej Perusic,David Schweiner,Czech Republic,2,"$30,000.00",1200.0
2109,2.0,Nils Ehlers,Clemens Wickler,Germany,10,"$20,000.00",1100.0
2110,3.0,Alexander Brouwer,Robert Meeuwsen,Netherlands,"13, Q3","$14,000.00",1000.0
2111,4.0,Julian Horl,Alexander Horst,Austria,"14, Q5","$10,000.00",900.0
2112,5.0,Andre Loyola,George Wanderley,Brazil,3,"$8,000.00",760.0
2113,5.0,Samuele Cottafava,Paolo Nicolai,Italy,6,"$8,000.00",760.0
2114,5.0,Stefan Boermans,Yorick de Groot,Netherlands,9,"$8,000.00",760.0
2115,5.0,Guto Carvalhaes,Pedro Solberg,Brazil,"12, Q2","$8,000.00",760.0
2116,9.0,Andy Benesh,Miles Partain,United States,1,"$6,000.00",600.0
2117,9.0,Arnaud Gauthier-Rat,Youssef Krou,France,4,"$6,000.00",600.0
2118,9.0,Michal Bryl,Bartosz Losiak,Poland,7,"$6,000.00",600.0
2119,9.0,Evandro Goncalves,Arthur Lanci,Brazil,8,"$6,000.00",600.0
2120,13.0,Adrian Carambula,Alex Ranghieri,Italy,5,"$5,000.00",460.0
2121,13.0,Remi Bassereau,Julien Lyneel,France,11,"$5,000.00",460.0
2122,13.0,Esteban Grimalt,Marco Grimalt,Chile,"15, Q8","$5,000.00",460.0
2123,13.0,Thomas Hodges,Zachery Schubert,Australia,"16, Q1","$5,000.00",460.0
2124,17.0,Theo Brunner,Trevor Crabb,United States,Q4,$0.00,400.0
2125,17.0,Adrian Gavira,Pablo Herrera,Spain,Q6,$0.00,400.0
2126,17.0,Audrius Knasas,Patrikas Stankevicius,Lithuania,Q10,$0.00,400.0
2127,21.0,Piotr Kantor,Jakub Zdybek,Poland,Q7,$0.00,340.0
2128,21.0,Tri Bourne,Chaim Schalk,United States,Q9,$0.00,340.0
2129,21.0,Hugo Campos,Joao Pedrosa,Portugal,Q11,$0.00,340.0
2130,21.0,Vitor Felipe,Renato Lima,Brazil,Q12,$0.00,340.0
2131,21.0,Matthew Immers,Steven van de Velde,Netherlands,Q13,$0.00,340.0
2132,21.0,Chase Budinger,Miles Evans,United States,Q14,$0.00,340.0
2133,21.0,Arthur Canet,Teo Rotar,France,Q15,$0.00,340.0
2134,21.0,Calvin Aye,Quincy Aye,France,Q16,$0.00,340.0
2135,1.0,Duda Lisboa,Ana Patricia Silva,Brazil,1,"$30,000.00",1200.0
2136,2.0,Taryn Brasher,Kristen Nuss,United States,2,"$20,000.00",1100.0
2137,3.0,Raisa Schoon,Katja Stam,Netherlands,11,"$14,000.00",1000.0
2138,4.0,Valentina Gottardi,Marta Menegatti,Italy,10,"$10,000.00",900.0
2139,5.0,Melissa Humana-Paredes,Brandie Wilkerson,Canada,3,"$8,000.00",760.0
2140,5.0,Kelly Cheng,Sara Hughes,United States,5,"$8,000.00",760.0
2141,5.0,Carol Salgado,Barbara Seixas,Brazil,6,"$8,000.00",760.0
2142,5.0,Louisa Lippmann,Laura Ludwig,Germany,"13, Q1","$8,000.00",760.0
2143,9.0,Svenja Muller,Cinja Tillmann,Germany,4,"$6,000.00",600.0
2144,9.0,Mariafe Artacho,Taliqua Clancy,Australia,7,"$6,000.00",600.0
2145,9.0,Nina Brunner,Tanja Huberli,Switzerland,8,"$6,000.00",600.0
2146,9.0,Julia Donlin,Betsi Flint,United States,9,"$6,000.00",600.0
2147,13.0,Lezana Placette,Alexia Richard,France,12,"$5,000.00",460.0
2148,13.0,Agatha Bednarczuk,Rebecca Cavalcanti,Brazil,"14, Q3","$5,000.00",460.0
2149,13.0,Terese Cannon,Megan Kraft,United States,"15, Q7","$5,000.00",460.0
2150,13.0,Niina Ahtiainen,Taru Lahti,Finland,"16, Q12","$5,000.00",460.0
2151,17.0,Joana Mader,Anouk Verge-Depre,Switzerland,Q8,$0.00,400.0
2152,17.0,Molley McBain,Sarah Pavan,Canada,Q11,$0.00,400.0
2153,17.0,Ievgeniia Baieva,Valentyna Davidova,Ukraine,Q13,$0.00,400.0
2154,17.0,Aline Chamereau,Clemence Vieira,France,Q15,$0.00,400.0
2155,21.0,Esmee Bobner,Zoe Verge-Depre,Switzerland,Q2,$0.00,340.0
2156,21.0,Hailey Harward,Alix Klineman,United States,Q4,$0.00,340.0
2157,21.0,Tina Graudina,Anastasija Samoilova,Latvia,Q5,$0.00,340.0
2158,21.0,Daniela Alvarez,Tania Moreno,Spain,Q6,$0.00,340.0
2159,21.0,Monika Paulikiene,Aine Raupelyte,Lithuania,Q9,$0.00,340.0
2160,21.0,Dorina Klinger,Ronja Klinger,Austria,Q10,$0.00,340.0
2161,21.0,Miroslava Dunarova,Daniela Mokra,Czech Republic,Q14,$0.00,340.0
2162,21.0,Saofe Duval,Pia Szewczyk,France,Q16,$0.00,340.0
2163,1.0,Ondrej Perusic,David Schweiner,Czech Republic,16,"$60,000.00",1600.0
2164,2.0,David Ahman,Jonatan Hellvig,Sweden,2,"$45,000.00",1440.0
2165,3.0,Michal Bryl,Bartosz Losiak,Poland,11,"$35,000.00",1280.0
2166,4.0,Theo Brunner,Trevor Crabb,United States,21,"$28,000.00",1120.0
2167,5.0,Anders Mol,Christian Sorum,Norway,1,"$18,000.00",960.0
2168,5.0,Andy Benesh,Miles Partain,United States,3,"$18,000.00",960.0
2169,5.0,Guto Carvalhaes,Pedro Solberg,Brazil,18,"$18,000.00",960.0
2170,5.0,Stefan Boermans,Yorick de Groot,Netherlands,24,"$18,000.00",960.0
2171,9.0,Adrian Carambula,Alex Ranghieri,Italy,5,"$11,000.00",800.0
2172,9.0,Nils Ehlers,Clemens Wickler,Germany,6,"$11,000.00",800.0
2173,9.0,Samuele Cottafava,Paolo Nicolai,Italy,8,"$11,000.00",800.0
2174,9.0,Evandro Goncalves,Arthur Lanci,Brazil,9,"$11,000.00",800.0
2175,9.0,Alexander Brouwer,Robert Meeuwsen,Netherlands,10,"$11,000.00",800.0
2176,9.0,Matthew Immers,Steven van de Velde,Netherlands,15,"$11,000.00",800.0
2177,9.0,Thomas Hodges,Zachery Schubert,Australia,23,"$11,000.00",800.0
2178,9.0,Daniele Lupo,Enrico Rossi,Italy,25,"$11,000.00",800.0
2179,17.0,Ahmed Tijan,Cherif Younousse,Qatar,7,"$7,000.00",640.0
2180,17.0,Vitor Felipe,Renato Lima,Brazil,13,"$7,000.00",640.0
2181,17.0,Esteban Grimalt,Marco Grimalt,Chile,14,"$7,000.00",640.0
2182,17.0,Adrian Gavira,Pablo Herrera,Spain,17,"$7,000.00",640.0
2183,17.0,Julian Horl,Alexander Horst,Austria,20,"$7,000.00",640.0
2184,17.0,Mathias Berntsen,Hendrik Mol,Norway,27,"$7,000.00",640.0
2185,17.0,Sergiy Popov,Eduard Reznik,Ukraine,28,"$7,000.00",640.0
2186,17.0,Moritz Pristauz,Robin Seidl,Austria,29,"$7,000.00",640.0
2187,17.0,Piotr Kantor,Jakub Zdybek,Poland,30,"$7,000.00",640.0
2188,17.0,Likejiang Ha,Jiaxin Wu,China,31,"$7,000.00",640.0
2189,17.0,Paul Burnett,Christopher McHugh,Australia,32,"$7,000.00",640.0
2190,17.0,Jorge Alayo,Noslen Diaz,Cuba,33,"$7,000.00",640.0
2191,17.0,Nicolas Capogrosso,Tomas Capogrosso,Argentina,35,"$7,000.00",640.0
2192,17.0,Daniel Dearing,Sam Schachter,Canada,36,"$7,000.00",640.0
2193,17.0,Noe Aravena,Vicente Droguett,Chile,43,"$7,000.00",640.0
2194,17.0,Chase Budinger,Miles Evans,United States,45,"$7,000.00",640.0
2195,33.0,Miguel Sarabia,Juan Virgen,Mexico,12,"$4,800.00",320.0
2196,33.0,Hugo Campos,Joao Pedrosa,Portugal,26,"$4,800.00",320.0
2197,33.0,Izac Carracher,Mark Nicolaidis,Australia,34,"$4,800.00",320.0
2198,33.0,Peter Hernandez,Hernan Tovar,Venezuela,46,"$4,800.00",320.0
2199,37.0,Andre Loyola,George Wanderley,Brazil,4,"$3,400.00",160.0
2200,37.0,Tri Bourne,Chaim Schalk,United States,19,"$3,400.00",160.0
2201,37.0,Arnaud Gauthier-Rat,Youssef Krou,France,22,"$3,400.00",160.0
2202,37.0,Mohamed Abicha,Oussama El Azhari,Morocco,37,"$3,400.00",160.0
2203,37.0,Remi Bassereau,Julien Lyneel,France,38,"$3,400.00",160.0
2204,37.0,Poravid Taovato,Pithak Tipjan,Thailand,39,"$3,400.00",160.0
2205,37.0,Isaias Aguirre,Ricardo Galindo,Mexico,40,"$3,400.00",160.0
2206,37.0,Jorge Barajas,Gabriel Cruz,Mexico,41,"$3,400.00",160.0
2207,37.0,Andy Blanco,Luis Garcia,Guatemala,42,"$3,400.00",160.0
2208,37.0,Dany Lopez,Ruben Mora,Nicaragua,44,"$3,400.00",160.0
2209,37.0,Dany Leon,Marcos Tenorio,Ecuador,47,"$3,400.00",160.0
2210,37.0,Ainadino Martinho,Jorge Monjane,Mozambique,48,"$3,400.00",160.0
2211,1.0,Kelly Cheng,Sara Hughes,United States,3,"$60,000.00",1600.0
2212,2.0,Duda Lisboa,Ana Patricia Silva,Brazil,1,"$45,000.00",1440.0
2213,3.0,Taryn Brasher,Kristen Nuss,United States,2,"$35,000.00",1280.0
2214,4.0,Mariafe Artacho,Taliqua Clancy,Australia,5,"$28,000.00",1120.0
2215,5.0,Melissa Humana-Paredes,Brandie Wilkerson,Canada,4,"$18,000.00",960.0
2216,5.0,Nina Brunner,Tanja Huberli,Switzerland,7,"$18,000.00",960.0
2217,5.0,Raisa Schoon,Katja Stam,Netherlands,8,"$18,000.00",960.0
2218,5.0,Victoria Lopes,Taina Silva,Brazil,14,"$18,000.00",960.0
2219,9.0,Xinyi Xia,Chen Xue,China,9,"$11,000.00",800.0
2220,9.0,Valentina Gottardi,Marta Menegatti,Italy,10,"$11,000.00",800.0
2221,9.0,Svenja Muller,Cinja Tillmann,Germany,11,"$11,000.00",800.0
2222,9.0,Julia Donlin,Betsi Flint,United States,15,"$11,000.00",800.0
2223,9.0,Terese Cannon,Megan Kraft,United States,16,"$11,000.00",800.0
2224,9.0,Esmee Bobner,Zoe Verge-Depre,Switzerland,17,"$11,000.00",800.0
2225,9.0,Tina Graudina,Anastasija Samoilova,Latvia,18,"$11,000.00",800.0
2226,9.0,Agatha Bednarczuk,Rebecca Cavalcanti,Brazil,22,"$11,000.00",800.0
2227,17.0,Carol Salgado,Barbara Seixas,Brazil,6,"$7,000.00",640.0
2228,17.0,Joana Mader,Anouk Verge-Depre,Switzerland,13,"$7,000.00",640.0
2229,17.0,Louisa Lippmann,Laura Ludwig,Germany,19,"$7,000.00",640.0
2230,17.0,Jagoda Sliwka,Aleksandra Wachowicz,Poland,20,"$7,000.00",640.0
2231,17.0,Barbora Hermannova,Marie-Sara Stochlova,Czech Republic,21,"$7,000.00",640.0
2232,17.0,Andressa Cavalcanti,Vitoria De Souza,Brazil,23,"$7,000.00",640.0
2233,17.0,Lezana Placette,Alexia Richard,France,24,"$7,000.00",640.0
2234,17.0,Niina Ahtiainen,Taru Lahti,Finland,25,"$7,000.00",640.0
2235,17.0,Monika Paulikiene,Aine Raupelyte,Lithuania,26,"$7,000.00",640.0
2236,17.0,Karla Borger,Sandra Ittlinger,Germany,27,"$7,000.00",640.0
2237,17.0,Liliana Fernandez,Paula Soria,Spain,29,"$7,000.00",640.0
2238,17.0,Molley McBain,Sarah Pavan,Canada,32,"$7,000.00",640.0
2239,17.0,Daniela Alvarez,Tania Moreno,Spain,33,"$7,000.00",640.0
2240,17.0,Dorina Klinger,Ronja Klinger,Austria,34,"$7,000.00",640.0
2241,17.0,Jie Dong,Fan Wang,China,35,"$7,000.00",640.0
2242,17.0,Worapeerachayakorn Kongphopsarutawadee,Taravadee Naraphornrapat,Thailand,36,"$7,000.00",640.0
2243,33.0,Abril Flores,Atenas Gutierrez,Mexico,12,"$4,800.00",320.0
2244,33.0,Erika Bobadilla,Michelle Valiente,Paraguay,28,"$4,800.00",320.0
2245,33.0,Miki Ishii,Sayaka Mizoe,Japan,30,"$4,800.00",320.0
2246,33.0,Karelys Simisterra,Ariana Vilela,Ecuador,42,"$4,800.00",320.0
2247,37.0,Ana Gallay,Fernanda Pereyra,Argentina,31,"$3,400.00",160.0
2248,37.0,Vanessa Muianga,Ana Sinaportar,Mozambique,37,"$3,400.00",160.0
2249,37.0,Hailey Harward,Alix Klineman,United States,38,"$3,400.00",160.0
2250,37.0,Kianny Quesada,Angel Williams,Costa Rica,39,"$3,400.00",160.0
2251,37.0,Ivanna Rivera,Susana Torres,Mexico,40,"$3,400.00",160.0
2252,37.0,Maria Gonzalez,Allanis Navas,Puerto Rico,41,"$3,400.00",160.0
2253,37.0,Margherita Bianchin,Claudia Scampoli,Italy,43,"$3,400.00",160.0
2254,37.0,Bethania Almanzar,Julibeth Payano,Dominican Republic,44,"$3,400.00",160.0
2255,37.0,Mahassine Siad,Imane Yakki,Morocco,45,"$3,400.00",160.0
2256,37.0,Esperanza Albarran,Yeray Vidaurrazaga,Mexico,46,"$3,400.00",160.0
2257,37.0,Akiko Hasegawa,Yurika Sakaguchi,Japan,47,"$3,400.00",160.0
2258,37.0,Francisca Rivas,Chris Vorpahl,Chile,48,"$3,400.00",160.0
2259,1.0,Sarah Cools,Lisa Van Den Vonder,Belgium,"14, Q5","€ 1,000.00",400.0
2260,2.0,Nazaret Florian,Aina Munar,Spain,4,€ 700.00,360.0
2261,3.0,Federica Frasca,Alice Gradini,Italy,"13, Q2",€ 500.00,320.0
2262,4.0,Shuting Cao,Lingdi Zhu,China,5,€ 400.00,280.0
2263,5.0,Eleonora Annibalini,Valentina Cali,Italy,7,€ 300.00,240.0
2264,5.0,Muriel Bossart,Leona Kernen,Switzerland,8,€ 300.00,240.0
2265,5.0,Dionysia Matiou,Liza Triantafillidi,Greece,9,€ 300.00,240.0
2266,5.0,Paula Schurholz,Janne Uhl,Germany,11,€ 300.00,240.0
2267,9.0,Menia Bentele,Anna Lutz,Switzerland,1,€ 200.00,180.0
2268,9.0,Kylie Neuschaeferova,Marketa Slukova,Czech Republic,2,€ 200.00,180.0
2269,9.0,Heleene Hollas,Liisa Remmelg,Estonia,3,€ 200.00,180.0
2270,9.0,Erika Ditta,Eleonora Sestini,Italy,10,€ 200.00,180.0
2271,13.0,Saofe Duval,Pia Szewczyk,France,6,€ 100.00,140.0
2272,13.0,Michaela Brinkova,Magdalena Cerna,Czech Republic,"12, Q1",€ 100.00,140.0
2273,13.0,Deborah Lutz,Jasmine Wandeler,Switzerland,"15, Q6",€ 100.00,140.0
2274,13.0,Sara Bisbe,Anna Grima,Spain,16,€ 100.00,140.0
2275,17.0,Kathryn Barbour,Rachel Morrison,Scotland,Q3,€ 0.00,100.0
2276,17.0,Liisa-Lotta Jurgenson,Eva Kuivonen,Estonia,Q4,€ 0.00,100.0
2277,17.0,Kristina Harmanova,Barbora Tokosova,Slovakia,Q8,€ 0.00,100.0
2278,17.0,Terian Kaelo,Oda Steinsvag,Norway,Q10,€ 0.00,100.0
2279,21.0,Stefania Kun,Kinga Windisch,Hungary,Q7,€ 0.00,60.0
2280,21.0,Belen Arends,Danieke Prins,Netherlands,Q9,€ 0.00,60.0
2281,21.0,Nadine Demierre,Jasmin Schwab,Switzerland,Q11,€ 0.00,60.0
2282,21.0,Celine Collette,Aurore Fareura,France,Q12,€ 0.00,60.0
2283,21.0,Varvara Brailko,Marta Vildere,Latvia,Q13,€ 0.00,60.0
2284,21.0,Ida-Maria Mammi,Venla Vaarala,Finland,Q14,€ 0.00,60.0
2285,21.0,Jennifer Keddy,Melissa Powell,United States,Q15,€ 0.00,60.0
2286,1.0,Moritz Pristauz,Robin Seidl,Austria,"15, Q3","$10,000.00",800.0
2287,2.0,Adrian Gavira,Pablo Herrera,Spain,3,"$8,000.00",760.0
2288,3.0,Joaquin Bello,Luis Javier Bello,England,12,"$7,000.00",720.0
2289,4.0,Lukas Pfretzschner,Sven Winter,Germany,"13, Q1","$6,000.00",680.0
2290,5.0,Thomas Hodges,Zachery Schubert,Australia,4,"$3,750.00",600.0
2291,5.0,Arthur Canet,Teo Rotar,France,10,"$3,750.00",600.0
2292,5.0,Leo Dillier,Adrian Heidrich,Switzerland,"16, Q5","$3,750.00",600.0
2293,5.0,Tri Bourne,Chaim Schalk,United States,19,"$3,750.00",600.0
2294,9.0,Julian Horl,Alexander Horst,Austria,1,"$2,500.00",460.0
2295,9.0,Mathias Berntsen,Hendrik Mol,Norway,2,"$2,500.00",460.0
2296,9.0,Hugo Campos,Joao Pedrosa,Portugal,7,"$2,500.00",460.0
2297,9.0,Audrius Knasas,Patrikas Stankevicius,Lithuania,8,"$2,500.00",460.0
2298,9.0,Chase Budinger,Miles Evans,United States,9,"$2,500.00",460.0
2299,9.0,Piotr Kantor,Jakub Zdybek,Poland,11,"$2,500.00",460.0
2300,9.0,Florian Breer,Marco Krattiger,Switzerland,"18, Q6","$2,500.00",460.0
2301,9.0,Laurenc Grossig,Mathias Seiser,Austria,"20, Q9","$2,500.00",460.0
2302,17.0,Remi Bassereau,Julien Lyneel,France,17,"$1,500.00",360.0
2303,17.0,Poravid Taovato,Pithak Tipjan,Thailand,23,"$1,500.00",360.0
2304,19.0,Arnaud Gauthier-Rat,Youssef Krou,France,5,"$1,000.00",300.0
2305,19.0,Rama Dhawaskar,Nitin Sawant,India,6,"$1,000.00",300.0
2306,19.0,Jie Li,Yanwei Wang,China,"14, Q2","$1,000.00",300.0
2307,19.0,Laurenz Leitner,Paul Pascariuc,Austria,"21, Q10","$1,000.00",300.0
2308,19.0,Olivier Barthelemy,Samuel Cattet,France,"22, Q13","$1,000.00",300.0
2309,19.0,Jedrzej Brozyniak,Piotr Janiak,Poland,"24, Q15","$1,000.00",300.0
2310,25.0,Izac Carracher,Mark Nicolaidis,Australia,Q4,$0.00,220.0
2311,25.0,Markus Mol,Jo Gladsoy Sunde,Norway,Q7,$0.00,220.0
2312,25.0,Felipe Alves,Gabriel Dos Reis,Brazil,Q8,$0.00,220.0
2313,25.0,Alejandro Huerta,Javier Huerta,Spain,Q11,$0.00,220.0
2314,25.0,Kristians Fokerots,Martins Plavins,Latvia,Q12,$0.00,220.0
2315,25.0,Ardis Bedritis,Arturs Rinkevics,Latvia,Q14,$0.00,220.0
2316,25.0,Hasan Mermer,Safa Urlu,Türkiye,Q17,$0.00,220.0
2317,33.0,Surin Jongklang,Dunwinit Kaewsai,Thailand,Q16,$0.00,140.0
2318,33.0,Olivers Bulgacs,Edgars Tocs,Latvia,Q18,$0.00,140.0
2319,33.0,Zhuoxin Li,Chuanyong Liu,China,Q19,$0.00,140.0
2320,33.0,Cody Caldwell,Evan Cory,United States,Q20,$0.00,140.0
2321,33.0,Gottsu Ishijima,Takumi Takahashi,Japan,Q21,$0.00,140.0
2322,33.0,Matthew Abela,Tim Gregory,Australia,Q22,$0.00,140.0
2323,33.0,Batuhan Kuru,Yusuf Ozdemir,Türkiye,Q23,$0.00,140.0
2324,33.0,Dave McKienzie,Ben Vaught,United States,Q24,$0.00,140.0
2325,33.0,Robin Ravi,Barath Sonu,India,Q25,$0.00,140.0
2326,33.0,Miloss Donavans,Benjavs Toms,Latvia,Q26,$0.00,140.0
2327,33.0,Thiyagarajan Govindasamy,Selvam Shankar,India,Q27,$0.00,140.0
2328,1.0,Joana Mader,Anouk Verge-Depre,Switzerland,7,"$10,000.00",800.0
2329,2.0,Karla Borger,Sandra Ittlinger,Germany,12,"$8,000.00",760.0
2330,3.0,Daniela Alvarez,Tania Moreno,Spain,4,"$7,000.00",720.0
2331,4.0,Worapeerachayakorn Kongphopsarutawadee,Taravadee Naraphornrapat,Thailand,10,"$6,000.00",680.0
2332,5.0,Agatha Bednarczuk,Rebecca Cavalcanti,Brazil,1,"$3,750.00",600.0
2333,5.0,Niina Ahtiainen,Taru Lahti,Finland,9,"$3,750.00",600.0
2334,5.0,Liliana Fernandez,Paula Soria,Spain,"11, Q1","$3,750.00",600.0
2335,5.0,Aline Chamereau,Clemence Vieira,France,"19, Q3","$3,750.00",600.0
2336,9.0,Lezana Placette,Alexia Richard,France,2,"$2,500.00",460.0
2337,9.0,Monika Paulikiene,Aine Raupelyte,Lithuania,8,"$2,500.00",460.0
2338,9.0,Meimei Lin,Jinjin Zeng,China,13,"$2,500.00",460.0
2339,9.0,Tjasa Kotnik,Tajda Lovsin,Slovenia,15,"$2,500.00",460.0
2340,9.0,Margherita Bianchin,Claudia Scampoli,Italy,17,"$2,500.00",460.0
2341,9.0,Saki Maruyama,Asami Shiba,Japan,"20, Q6","$2,500.00",460.0
2342,9.0,Kimberly Hildreth,Teegan Van Gunst,United States,"22, Q8","$2,500.00",460.0
2343,9.0,Sunniva Helland-Hansen,Emilie Olimstad,Norway,"23, Q12","$2,500.00",460.0
2344,17.0,Miroslava Dunarova,Daniela Mokra,Czech Republic,"18, Q2","$1,500.00",360.0
2345,17.0,Maria Carro,Angela Lobato,Spain,"21, Q7","$1,500.00",360.0
2346,19.0,Jagoda Sliwka,Aleksandra Wachowicz,Poland,3,"$1,000.00",300.0
2347,19.0,Barbora Hermannova,Marie-Sara Stochlova,Czech Republic,5,"$1,000.00",300.0
2348,19.0,Kanimozhi Lakshmanan,Sasikala Veerapathiran,India,6,"$1,000.00",300.0
2349,19.0,Ievgeniia Baieva,Valentyna Davidova,Ukraine,14,"$1,000.00",300.0
2350,19.0,Leonie Kortzinger,Lea Kunst,Germany,16,"$1,000.00",300.0
2351,19.0,Non Matsumoto,Ren Matsumoto,Japan,"24, Q13","$1,000.00",300.0
2352,25.0,Anniina Parkkinen,Sara Sinisalo,Finland,Q4,$0.00,220.0
2353,25.0,Charanrutwadee Patcharamainaruebhorn,Woranatchayakorn Phirachayakrailert,Thailand,Q5,$0.00,220.0
2354,25.0,Franziska Friedl,Katharina Schutzenhofer,Austria,Q9,$0.00,220.0
2355,25.0,Erika Kliokmanaite,Ieva Vasiliauskaite,Lithuania,Q10,$0.00,220.0
2356,25.0,Valerie Dvornikova,Anna Pospisilova,Czech Republic,Q11,$0.00,220.0
2357,25.0,Molly Shaw,Abby Van Winkle,United States,Q14,$0.00,220.0
2358,25.0,Liva Ebere,Deniela Konstantinova,Latvia,Q17,$0.00,220.0
2359,25.0,Sakurako Fujii,Sakura Ito,Japan,Q18,$0.00,220.0
2360,33.0,Kana Motomura,Harumi Sakai,Japan,Q15,$0.00,140.0
2361,33.0,Kristyna Adamcikova,Karin Zolnercikova,Czech Republic,Q16,$0.00,140.0
2362,33.0,Deepika Kandasamy,Pavithra Sudalaikasi,India,Q19,$0.00,140.0
2363,33.0,Nayu Motomura,Ami Shirahata,Japan,Q20,$0.00,140.0
2364,33.0,Liza Bonne,Natacha Rigobert,Mauritius,Q21,$0.00,140.0
2365,33.0,Kavipriya Nagarajan,Vishnu Varthini,India,Q22,$0.00,140.0
2366,1.0,Tim Berger,Timo Hammarberg,Austria,2,"€ 1,000.00",400.0
2367,2.0,Aleksandrs Samoilovs,Mihails Samoilovs,Latvia,1,€ 700.00,360.0
2368,3.0,Arnas Rumsevicius,Tomas Stasevicius,Lithuania,9,€ 500.00,320.0
2369,4.0,Alejandro Huerta,Javier Huerta,Spain,4,€ 400.00,280.0
2370,5.0,Felix Friedl,Alexander Huber,Austria,7,€ 300.00,240.0
2371,5.0,Hasan Mermer,Safa Urlu,Türkiye,8,€ 300.00,240.0
2372,5.0,Mateus De Paula,Adelmo Goncalves,Brazil,"10, Q2",€ 300.00,240.0
2373,5.0,Keran Duval,Joadel Gardoque,France,"11, Q5",€ 300.00,240.0
2374,9.0,Gustavs Auzins,Janis Smedins,Latvia,3,€ 200.00,180.0
2375,9.0,Benedikt Sagstetter,Jonas Sagstetter,Germany,5,€ 200.00,180.0
2376,9.0,Lubos Nemec,Adrian Petruf,Slovakia,"13, Q11",€ 200.00,180.0
2377,9.0,Daniel Moreno,Roberto Sanfelix,Spain,14,€ 200.00,180.0
2378,13.0,Simon Kulzer,Bennet Poniewaz,Germany,6,€ 100.00,140.0
2379,13.0,Lukas Kittel,Frantisek Knobloch,Czech Republic,"12, Q8",€ 100.00,140.0
2380,13.0,Jose Aba,Nathan Matos,Spain,15,€ 100.00,140.0
2381,13.0,Jorge Pascual,Blai Vilanova,Spain,16,€ 100.00,140.0
2382,17.0,Philipp Huster,Lui Wust,Germany,Q1,€ 0.00,100.0
2383,17.0,Wyatt Harrison,Jake Urrutia,United States,Q3,€ 0.00,100.0
2384,17.0,Issa Batrane,Frederick Bialokoz,England,Q4,€ 0.00,100.0
2385,17.0,Tynan Gannett,Rouzbeh Rahnavard,Canada,Q7,€ 0.00,100.0
2386,21.0,Bence Tari,Akos Veress,Hungary,Q6,€ 0.00,60.0
2387,21.0,Alessandro Carucci,Marco Ulisse,Italy,Q9,€ 0.00,60.0
2388,21.0,Sze Hang Kan,Cheuk Yin Lau,Hong Kong,Q10,€ 0.00,60.0
2389,21.0,Sandis Berzins,Bruno Bulgacs,Latvia,Q12,€ 0.00,60.0
